time x1 y1 x2 y2
0.000000000000000000e+00 1.000000000000000000e+00 -6.123233995736766036e-17 2.000000000000000000e+00 -1.224646799147353207e-16
1.000000000000000021e-02 9.999999699261479247e-01 -2.452502870595717763e-04 1.999999469925767936e+00 7.547499679560763829e-04
2.000000000000000042e-02 9.999995188157899673e-01 -9.810036638330324205e-04 1.999997518805764596e+00 1.019000348791706178e-03
2.999999999999999889e-02 9.999975639812703765e-01 -2.207267887003510742e-03 1.999993063895512790e+00 7.927573236020711914e-04
4.000000000000000083e-02 9.999923008570974492e-01 -3.924057406357706924e-03 1.999984300414726412e+00 7.604518420644378052e-05
5.000000000000000278e-02 9.999812028241794604e-01 -6.131394483089418375e-03 1.999968701147790906e+00 -1.131074844813362637e-03
5.999999999999999778e-02 9.999610208862906857e-01 -8.829309601966846624e-03 1.999943015742664532e+00 -2.828479403824473055e-03
7.000000000000000666e-02 9.999277831390611659e-01 -1.201784117896005297e-02 1.999903269608409140e+00 -5.015951406115086268e-03
8.000000000000000167e-02 9.998767939630421875e-01 -1.569703456669398547e-02 1.999844762302238177e+00 -7.693142039880019462e-03
8.999999999999999667e-02 9.998026328634518345e-01 -1.986694036105321470e-02 1.999762065286901924e+00 -1.085952633861422129e-02
1.000000000000000056e-01 9.996991528699609164e-01 -2.452761201345261127e-02 1.999649018928029154e+00 -1.451435228191754953e-02
1.100000000000000006e-01 9.995594784001967659e-01 -2.967910275474235776e-02 1.999498728588164687e+00 -1.865658337283228330e-02
1.199999999999999956e-01 9.993760024803439723e-01 -3.532146183848328819e-02 1.999303559658939911e+00 -2.328483461795425452e-02
1.300000000000000044e-01 9.991403832050926859e-01 -4.145473011346890307e-02 1.999055131354231296e+00 -2.839730181211946522e-02
1.400000000000000133e-01 9.988435393069471369e-01 -4.807893493798755247e-02 1.998744309064129254e+00 -3.399168399983654859e-02
1.499999999999999944e-01 9.984756446912259609e-01 -5.519408445151172821e-02 1.998361195040712968e+00 -4.006509895004832511e-02
1.600000000000000033e-01 9.980261217775353577e-01 -6.280016122345710716e-02 1.997895117150273681e+00 -4.661399143839681236e-02
