time x1 y1 x2 y2
0.000000000000000000e+00 1.000000000000000000e+00 -6.123233995736766036e-17 2.000000000000000000e+00 -1.224646799147353207e-16
1.000000000000000021e-02 9.999999699262187569e-01 -2.452499981562347589e-04 1.999999969926218757e+00 -2.452499907806403746e-04
2.000000000000000042e-02 9.999995188194493734e-01 -9.809999336198016711e-04 1.999999518819449484e+00 -9.809994320792759809e-04
2.999999999999999889e-02 9.999975640223512929e-01 -2.207249275348001447e-03 1.999997564022351293e+00 -2.207243544504707174e-03
4.000000000000000083e-02 9.999923010982235683e-01 -3.923995958177746782e-03 1.999992301098223013e+00 -3.923963741463178979e-03
5.000000000000000278e-02 9.999812038044134654e-01 -6.131234612709088490e-03 1.999981203804405805e+00 -6.131111697311956293e-03
5.999999999999999778e-02 9.999610240252996274e-01 -8.828954087216813601e-03 1.999961024025232348e+00 -8.828587041183529396e-03
7.000000000000000666e-02 9.999277916350435280e-01 -1.201713426174814796e-02 1.999927791634615204e+00 -1.201620867320972799e-02
8.000000000000000167e-02 9.998768142517419077e-01 -1.569574215472182774e-02 1.999876814249615053e+00 -1.569367969652521802e-02
8.999999999999999667e-02 9.998026768359838945e-01 -1.986472732259475862e-02 1.999802676827242109e+00 -1.986054595327870625e-02
1.000000000000000056e-01 9.996992410780767280e-01 -2.452401655352397583e-02 1.999699241047120823e+00 -2.451614814548788018e-02
1.100000000000000006e-01 9.995596445092673754e-01 -2.967350785645260849e-02 1.999559644412100656e+00 -2.965956751153004181e-02
1.199999999999999956e-01 9.993762992630699227e-01 -3.531306374772643503e-02 1.999376298986974776e+00 -3.528956501589072120e-02
1.300000000000000044e-01 9.991408904031588989e-01 -4.144250383824264750e-02 1.999140889681544575e+00 -4.140451399302244595e-02
1.400000000000000133e-01 9.988443737240618736e-01 -4.806159672531256505e-02 1.998844371967562150e+00 -4.800232616523254087e-02
1.499999999999999944e-01 9.984769729198295085e-01 -5.517005119495642373e-02 1.998476968898554418e+00 -5.508037092881203772e-02
1.600000000000000033e-01 9.980281760037376104e-01 -6.276750674236276917e-02 1.998028167276026279e+00 -6.263538777141505753e-02
1.700000000000000122e-01 9.974867308485096951e-01 -7.085352342087637700e-02 1.997486712773463680e+00 -7.066339164613920365e-02
1.799999999999999933e-01 9.968406397011235764e-01 -7.942757103333050739e-02 1.996840603789136193e+00 -7.915957108281330978e-02
1.900000000000000022e-01 9.960771525084330946e-01 -8.848901768407058110e-02 1.996077083747678227e+00 -8.811817876342734057e-02
2.000000000000000111e-01 9.951827588689153847e-01 -9.803711771596593239e-02 1.995182631506100313e+00 -9.753241422489072887e-02
2.099999999999999922e-01 9.941431784009767680e-01 -1.080709990645206953e-01 1.994142949438972412e+00 -1.073942982765103693e-01
2.200000000000000011e-01 9.929433492883342760e-01 -1.185896500714333779e-01 1.992942948676007298e+00 -1.176945386294060425e-01
2.300000000000000100e-01 9.915674147266363425e-01 -1.295919058133448154e-01 1.991566730838254973e+00 -1.284223861276682643e-01
2.399999999999999911e-01 9.899987069509192938e-01 -1.410764340189662180e-01 1.989997565460517759e+00 -1.395654808428784255e-01
2.500000000000000000e-01 9.882197284684359762e-01 -1.530417206704451638e-01 1.988217862089913357e+00 -1.511096871403101727e-01
2.600000000000000089e-01 9.862121300528918777e-01 -1.654860554141586171e-01 1.986209135804322568e+00 -1.630389166413601654e-01
2.700000000000000178e-01 9.839566849703806906e-01 -1.784075169439308106e-01 1.983951964587898686e+00 -1.753349377859557967e-01
2.800000000000000266e-01 9.814332587993722656e-01 -1.918039585682330683e-01 1.981425936618848249e+00 -1.879771704327782567e-01
2.899999999999999800e-01 9.786207740705133995e-01 -2.056729942350941642e-01 1.978609585047939046e+00 -2.009424636142732590e-01
2.999999999999999889e-01 9.754971687783199341e-01 -2.200119853678023374e-01 1.975480307249822154e+00 -2.142048541755008084e-01
3.099999999999999978e-01 9.720393475949152817e-01 -2.348180289655191211e-01 1.972014264780729498e+00 -2.277353035561842098e-01
3.200000000000000067e-01 9.682231243311405500e-01 -2.500879475513457240e-01 1.968186259332965093e+00 -2.415014094059204364e-01
3.300000000000000155e-01 9.640231538230582542e-01 -2.658182817133616926e-01 1.963969578782597925e+00 -2.554670880316907144e-01
3.400000000000000244e-01 9.594128509460445597e-01 -2.820052861908494690e-01 1.959335805907179262e+00 -2.695922228383732522e-01
3.500000000000000333e-01 9.543642938392342678e-01 -2.986449307199767755e-01 1.954254580404953145e+00 -2.838322729056375060e-01
3.599999999999999867e-01 9.488481076126916713e-01 -3.157329071855101699e-01 1.948693302340912759e+00 -2.981378346114815781e-01
3.699999999999999956e-01 9.428333237438487613e-01 -3.332646450467359189e-01 1.942616761894861321e+00 -3.124541477210948659e-01
3.800000000000000044e-01 9.362872089601967929e-01 -3.512353375409779654e-01 1.935986676042142030e+00 -3.267205355618771900e-01
3.900000000000000133e-01 9.291750555301769854e-01 -3.696399818478685040e-01 1.928761107215203552e+00 -3.408697667506654927e-01
